Genus,Sample,Samples_type,pilot,granule_type,year,mean_abundance
Genus of Methylomonadaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003724582055336116
Lactococcus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003724582055336116
Massilia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003724582055336116
Turicibacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003724582055336116
Aquaspirillum,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0037245820553361156
Babeliaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0037245820553361156
Armatimonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.00353835295256931
Dietzia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.00353835295256931
Genus of Hyphomonadaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.00353835295256931
Streptococcus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.00353835295256931
Verticiella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.00353835295256931
Amphiplicatus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003352123849802504
C39,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003352123849802504
Rhodomicrobium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003352123849802504
Chryseobacterium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003165894747035698
Genus of Elsterales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003165894747035698
Tychonema_CCAP_1459-11B,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.003165894747035698
Alkalilimnicola,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0029796656442688924
Kineococcus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0029796656442688924
Micropepsis,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0029796656442688924
Subdoligranulum,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0029796656442688924
Terrimicrobium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0029796656442688924
Xanthobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0029796656442688924
cvE6,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0029796656442688924
DEV007,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002793436541502087
37-13,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0027934365415020865
Bifidobacterium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0027934365415020865
Bacteroides,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002607207438735281
Lentimicrobiaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002607207438735281
Opitutus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002607207438735281
Pseudomonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002607207438735281
WD2101_soil_group,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002607207438735281
[Agitococcus]_lubricus_group,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002607207438735281
Thioalkalivibrio,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002420978335968475
bacteriap25,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002420978335968475
Absconditabacteriales_(SR1),ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002234749233201669
Ahniella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002234749233201669
Candidatus_Nomurabacteria,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002234749233201669
Lentimonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002234749233201669
Luteolibacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002234749233201669
Paracoccus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002234749233201669
Phaeodactylibacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.002234749233201669
AEGEAN-169_marine_group,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
Bacteriovorax,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
Candidatus_Saccharimonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
Enhydrobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
Genus of Burkholderiaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
Genus of Micavibrionales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
Genus of Rhodanobacteraceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
Gracilibacteria,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
Leptothrix,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
SBR1031,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
Sva0996_marine_group,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348637
SM2D12,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0020485201304348633
BSV26,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001862291027668058
Cyanobium_PCC-6307,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001862291027668058
Propionivibrio,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001862291027668058
TM7a,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001862291027668058
Genus of Eubacteriaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0018622910276680578
mle1-27,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0018622910276680578
Actinomyces,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001676061924901252
Chlamydiaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001676061924901252
Comamonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001676061924901252
Fusicatenibacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001676061924901252
Genus of Arcobacteraceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001676061924901252
Methanobrevibacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001676061924901252
Pedosphaeraceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001676061924901252
Synechococcus_PCC-7502,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.001676061924901252
A21b,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0014898328221344462
Abditibacterium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0014898328221344462
Candidatus_Moranbacteria,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0014898328221344462
Genus of Acidobacteriae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0014898328221344462
Genus of Rickettsiaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0014898328221344462
Hydrogenedensaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0014898328221344462
Methylocystis,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0014898328221344462
Ruminococcus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0014898328221344462
Vampirovibrionales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0014898328221344462
Alistipes,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Bacteroidetes_VC2.1_Bac22,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Deinococcus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Fluviicola,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Genus of Roseiflexaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Lacunisphaera,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Leptotrichia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Methanosaeta,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
PB19,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Sericytochromatia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Taonella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0013036037193676405
Collinsella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
DSSD61,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
Dialister,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
Ensifer,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
Genus of Acidaminococcaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
Genus of Phycisphaeraceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
Holdemanella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
Micropruina,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
Rivicola,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
Turneriella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0.0011173746166008346
Acetoanaerobium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
C10-SB1A,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
Candidatus_Xiphinematobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
Desulfovibrio,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
Genus of Paludibacteraceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
Halomonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
PAUC26f,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
Prosthecomicrobium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
Pseudarcobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
R7C24,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
Rhodoplanes,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.31145513834029e-4
Chthonomonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.311455138340289e-4
Genus of Sandaracinaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.311455138340289e-4
LWQ8,ALAR.1,Granules,A_used_granules,Whole_granules,2022,9.311455138340289e-4
Anaerostipes,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Aquisphaera,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
CCM19a,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Candidatus_Bealeia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Candidatus_Cryptoprodotis,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Candidatus_Endoecteinascidia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Candidatus_Gortzia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Cytophaga,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Dadabacteriales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Genus of Devosiaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Genus of Parcubacteria,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Genus of Planctomycetes,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Genus of Vicinamibacteraceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Zoogloea,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
eub62A3,ALAR.1,Granules,A_used_granules,Whole_granules,2022,7.449164110672231e-4
Anaerovorax,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Arthrobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
BD7-11,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Chthonobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Cloacibacterium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Genus of Fimbriimonadales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Genus of Holophagaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Genus of Paracaedibacteraceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Genus of Polyangiaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Holospora,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Kapabacteriales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Lewinella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
OM60(NOR5)_clade,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
S-70,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Sorangium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Succinispira,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Uliginosibacterium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
WCHB1-41,ALAR.1,Granules,A_used_granules,Whole_granules,2022,5.586873083004173e-4
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
Butyricimonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
C0119,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
CG1-02-32-21,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
Candidatus_Pacebacteria,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
Candidatus_Solibacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
Emticicia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
Genus of Babeliales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
Lactivibrio,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
OM27_clade,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
Perlucidibaca,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
RF39,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
Ralstonia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,3.7245820553361155e-4
Fusibacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,1.8622910276680578e-4
Genus of Arenicellaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,1.8622910276680578e-4
Genus of Elsteraceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,1.8622910276680578e-4
Genus of Nocardiopsaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,1.8622910276680578e-4
Genus of Sphingobacteriales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,1.8622910276680578e-4
Methyloparacoccus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,1.8622910276680578e-4
Pedobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,1.8622910276680578e-4
009E01-B-SD-P15,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
028H05-P-BN-P5,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
ADurb.Bin063-1,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
AKYG587,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
AT-s3-44,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Acetobacterium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Acetobacteroides,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Acholeplasma,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Acidaminococcus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Actinoallomurus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Actinomadura,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Actinomycetaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Aeromicrobium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Aestuariimicrobium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Agathobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Akkermansia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Aliterella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Alkanindiges,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Altererythrobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Alysiella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Amaricoccus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Aminicenantales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Anaerocolumna,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Anaerofilum,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Anaerolinea,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Anaerolineaceae_UCG-001,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Anaeromusa-Anaeroarcus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Anaeroplasma,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Anaerosinus,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Anaerospora,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Anaerosporobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Ancylobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Ancylothrix_8PC,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Aphanizomenon_NIES81,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Aquabacterium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Arcicella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Arcobacter,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Atopobium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Aurantimicrobium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Aurantisolimonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
B2M28,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
BD1-7_clade,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
BD2-11_terrestrial_group,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
BD72BR169,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
BSV13,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Bacteroidales_UCG-001,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Bacteroidetes_vadinHA17,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Barnesiella,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Beggiatoa,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Berkelbacteria,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Bernardetia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Beutenbergiaceae,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Blautia,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Blfdi19,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Brachybacterium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Brachymonas,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Bradymonadales,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Brevibacterium,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
Brevifollis,ALAR.1,Granules,A_used_granules,Whole_granules,2022,0
